"gene"
"ENSG00000096088.16"
"ENSG00000122852.15"
"ENSG00000185303.17"
"ENSG00000164265.9"
"ENSG00000161055.4"
"ENSG00000161798.7"
"ENSG00000185686.18"
"ENSG00000187908.20"
"ENSG00000125851.10"
"ENSG00000162896.6"
"ENSG00000168878.19"
"ENSG00000204544.5"
"ENSG00000196188.12"
"ENSG00000165376.11"
"ENSG00000166105.16"
"ENSG00000171885.18"
"ENSG00000131400.8"
"ENSG00000153446.16"
"ENSG00000162383.13"
"ENSG00000156076.10"
"ENSG00000131771.14"
"ENSG00000142973.14"
"ENSG00000123838.11"
"ENSG00000169562.13"
"ENSG00000166961.15"
"ENSG00000133661.17"
"ENSG00000105048.17"
"ENSG00000178343.5"
"ENSG00000159217.10"
"ENSG00000183607.10"
"ENSG00000256612.7"
"ENSG00000173467.9"
"ENSG00000134020.8"
"ENSG00000148702.15"
"ENSG00000174502.19"
"ENSG00000149435.12"
"ENSG00000170561.13"
"ENSG00000099937.11"
"ENSG00000168631.13"
"ENSG00000110195.14"
"ENSG00000080293.10"
"ENSG00000248485.2"
"ENSG00000127249.15"
"ENSG00000259803.7"
"ENSG00000099994.11"
"ENSG00000259974.3"
"ENSG00000255545.8"
"ENSG00000086548.9"
"ENSG00000262406.3"
"ENSG00000103316.12"
"ENSG00000134216.19"
"ENSG00000007402.12"
"ENSG00000164161.10"
"ENSG00000133710.16"
"ENSG00000124107.5"
"ENSG00000164120.14"
"ENSG00000168243.11"
"ENSG00000136231.14"
"ENSG00000167741.11"
"ENSG00000271447.6"
"ENSG00000235584.3"
"ENSG00000152785.8"
"ENSG00000047936.11"
"ENSG00000100033.16"
"ENSG00000019102.12"
"ENSG00000162551.14"
"ENSG00000157765.13"
"ENSG00000009765.15"
"ENSG00000091583.11"
"ENSG00000179593.16"
"ENSG00000125798.15"
"ENSG00000159212.13"
"ENSG00000196260.5"
"ENSG00000001626.16"
"ENSG00000144331.20"
"ENSG00000048540.15"
"ENSG00000109906.14"
"ENSG00000189058.9"
"ENSG00000188906.16"
"ENSG00000225383.8"
"ENSG00000174514.13"
"ENSG00000189377.9"
"ENSG00000169213.7"
"ENSG00000154975.14"
"ENSG00000114248.10"
"ENSG00000080618.17"
"ENSG00000203697.12"
"ENSG00000197635.11"
"ENSG00000070526.15"
"ENSG00000280002.1"
"ENSG00000171476.22"
"ENSG00000165272.16"
"ENSG00000229415.10"
"ENSG00000228742.11"
"ENSG00000136352.19"
"ENSG00000168874.13"
"ENSG00000006047.13"
"ENSG00000225329.3"
"ENSG00000148798.11"
"ENSG00000153294.12"
"ENSG00000068078.20"
"ENSG00000198203.10"
"ENSG00000157551.19"
"ENSG00000080854.16"
"ENSG00000173376.14"
"ENSG00000138308.6"
"ENSG00000172264.17"
"ENSG00000164651.17"
"ENSG00000224189.8"
"ENSG00000186493.13"
"ENSG00000225342.2"
"ENSG00000221986.7"
"ENSG00000141579.7"
"ENSG00000167972.14"
"ENSG00000058335.16"
"ENSG00000108924.14"
"ENSG00000196167.10"
"ENSG00000148123.15"
"ENSG00000175445.17"
"ENSG00000057294.15"
"ENSG00000124466.9"
"ENSG00000146477.6"
"ENSG00000150594.7"
"ENSG00000171798.18"
"ENSG00000103044.11"
"ENSG00000142611.17"
"ENSG00000248323.7"
"ENSG00000135773.13"
"ENSG00000168447.11"
"ENSG00000176406.23"
"ENSG00000185306.13"
"ENSG00000248801.7"
"ENSG00000075213.11"
"ENSG00000150893.11"
"ENSG00000257588.1"
"ENSG00000136883.14"
"ENSG00000182795.13"
"ENSG00000166448.15"
"ENSG00000170890.14"
"ENSG00000274002.1"
"ENSG00000160111.14"
"ENSG00000129521.15"
"ENSG00000079393.20"
"ENSG00000206077.13"
"ENSG00000069482.7"
"ENSG00000169429.11"
"ENSG00000163075.13"
"ENSG00000184985.16"
"ENSG00000125462.19"
"ENSG00000229544.9"
"ENSG00000151952.16"
"ENSG00000137857.17"
"ENSG00000132429.10"
"ENSG00000069764.10"
"ENSG00000166828.3"
"ENSG00000130513.6"
"ENSG00000175592.9"
"ENSG00000169031.20"
"ENSG00000227195.11"
"ENSG00000120885.22"
"ENSG00000157890.17"
"ENSG00000175356.14"
"ENSG00000111452.13"
"ENSG00000166920.13"
"ENSG00000101443.18"
"ENSG00000168679.18"
"ENSG00000163141.20"
"ENSG00000025423.11"
"ENSG00000127954.13"
"ENSG00000153132.13"
"ENSG00000183454.18"
"ENSG00000165269.13"
"ENSG00000175164.15"
"ENSG00000256151.1"
"ENSG00000164690.8"
"ENSG00000131781.13"
"ENSG00000188959.9"
"ENSG00000178445.10"
"ENSG00000197415.12"
"ENSG00000101057.16"
"ENSG00000204385.13"
"ENSG00000162433.15"
"ENSG00000064886.14"
"ENSG00000152128.13"
"ENSG00000179023.8"
"ENSG00000119457.8"
"ENSG00000076864.19"
"ENSG00000186377.8"
"ENSG00000176842.15"
"ENSG00000080493.18"
"ENSG00000168907.13"
"ENSG00000100473.18"
"ENSG00000249550.7"
"ENSG00000154146.13"
"ENSG00000092621.13"
"ENSG00000154065.17"
"ENSG00000036828.17"
"ENSG00000184012.13"
"ENSG00000179546.4"
"ENSG00000169291.10"
"ENSG00000096696.14"
"ENSG00000087494.16"
"ENSG00000140254.12"
"ENSG00000125848.10"
"ENSG00000175063.17"
"ENSG00000125730.17"
"ENSG00000253671.3"
"ENSG00000184828.10"
"ENSG00000170786.12"
"ENSG00000163239.12"
"ENSG00000147642.17"
"ENSG00000135643.5"
"ENSG00000170549.4"
"ENSG00000275410.5"
"ENSG00000069122.19"
"ENSG00000143502.15"
"ENSG00000105464.3"
"ENSG00000163629.13"
"ENSG00000138769.11"
"ENSG00000072041.17"
"ENSG00000133067.17"
"ENSG00000152779.14"
"ENSG00000175287.19"
"ENSG00000136943.11"
"ENSG00000240280.7"
"ENSG00000064195.7"
"ENSG00000151892.15"
"ENSG00000253563.2"
"ENSG00000154319.16"
"ENSG00000169302.16"
"ENSG00000154556.18"
"ENSG00000164647.9"
"ENSG00000169583.13"
"ENSG00000146530.14"
"ENSG00000144285.22"
"ENSG00000286722.1"
"ENSG00000141449.15"
"ENSG00000124749.17"
"ENSG00000144218.19"
"ENSG00000163975.12"
"ENSG00000256969.2"
"ENSG00000235098.8"
"ENSG00000129910.8"
"ENSG00000128578.10"
"ENSG00000078081.8"
"ENSG00000240694.9"
"ENSG00000258844.2"
"ENSG00000185924.7"
"ENSG00000185008.17"
"ENSG00000177133.11"
"ENSG00000203878.11"
"ENSG00000132464.13"
"ENSG00000162552.15"
"ENSG00000269416.6"
"ENSG00000225431.1"
"ENSG00000203995.10"
"ENSG00000260943.1"
"ENSG00000248890.2"
"ENSG00000129538.14"
"ENSG00000225473.1"
"ENSG00000184156.17"
"ENSG00000073792.16"
"ENSG00000117394.24"
"ENSG00000230882.1"
"ENSG00000214491.8"
"ENSG00000111218.12"
"ENSG00000029153.14"
"ENSG00000181195.11"
"ENSG00000159167.12"
"ENSG00000187123.15"
"ENSG00000238042.5"
"ENSG00000050030.16"
"ENSG00000155380.12"
"ENSG00000177508.12"
"ENSG00000170522.10"
"ENSG00000143416.21"
"ENSG00000130558.20"
"ENSG00000171368.12"
"ENSG00000169116.11"
"ENSG00000105376.5"
"ENSG00000213190.4"
"ENSG00000185499.16"
"ENSG00000280285.1"
"ENSG00000231013.2"
"ENSG00000148926.10"
"ENSG00000203709.12"
"ENSG00000178568.15"
"ENSG00000254726.3"
"ENSG00000159648.11"
"ENSG00000128645.15"
"ENSG00000043591.6"
"ENSG00000125144.14"
"ENSG00000142494.13"
"ENSG00000224389.9"
"ENSG00000113739.10"
"ENSG00000114854.8"
"ENSG00000163884.4"
"ENSG00000189221.10"
"ENSG00000172296.13"
"ENSG00000157388.19"
"ENSG00000244731.8"
"ENSG00000089685.15"
"ENSG00000118432.12"
"ENSG00000088926.14"
"ENSG00000147003.7"
"ENSG00000189001.11"
"ENSG00000070087.14"
"ENSG00000135678.12"
"ENSG00000108846.16"
"ENSG00000115221.12"
"ENSG00000053918.18"
"ENSG00000169083.18"
"ENSG00000253288.2"
"ENSG00000144868.14"
"ENSG00000137672.13"
"ENSG00000135069.14"
"ENSG00000088325.16"
"ENSG00000135063.19"
"ENSG00000132749.11"
"ENSG00000276600.5"
"ENSG00000158467.16"
"ENSG00000167183.3"
"ENSG00000158321.18"
"ENSG00000152952.12"
"ENSG00000170412.18"
"ENSG00000158220.14"
"ENSG00000011426.11"
"ENSG00000165816.13"
"ENSG00000081052.13"
"ENSG00000187772.8"
"ENSG00000185274.12"
"ENSG00000118596.12"
"ENSG00000167771.6"
"ENSG00000066468.23"
"ENSG00000153930.12"
"ENSG00000170345.10"
"ENSG00000163364.10"
"ENSG00000137563.13"
"ENSG00000233695.2"
"ENSG00000144063.4"
"ENSG00000103811.18"
"ENSG00000133863.9"
"ENSG00000257474.5"
"ENSG00000166405.15"
"ENSG00000164626.9"
"ENSG00000159164.10"
"ENSG00000179750.16"
"ENSG00000188818.12"
"ENSG00000099769.6"
"ENSG00000013588.9"
"ENSG00000226887.8"
"ENSG00000159708.18"
"ENSG00000184454.7"
"ENSG00000113805.8"
"ENSG00000152192.8"
"ENSG00000109674.4"
"ENSG00000172201.12"
"ENSG00000177191.2"
"ENSG00000117399.14"
"ENSG00000103257.9"
"ENSG00000125966.10"
"ENSG00000134824.14"
"ENSG00000230453.9"
"ENSG00000133401.16"
"ENSG00000115648.14"
"ENSG00000163406.11"
"ENSG00000168779.20"
"ENSG00000223914.4"
"ENSG00000139055.7"
"ENSG00000237686.7"
"ENSG00000162630.6"
"ENSG00000168078.10"
"ENSG00000128714.6"
"ENSG00000133488.15"
"ENSG00000131747.15"
"ENSG00000144354.14"
"ENSG00000258498.8"
"ENSG00000115590.14"
"ENSG00000008300.17"
