"gene"
"PGC"
"DMBT1"
"PCSK2"
"CTSE"
"CLDN2"
"C16orf89"
"SLC1A7"
"WIF1"
"SHISA3"
"IGF2BP1"
"GKN2"
"GGTLC1"
"SERPIND1"
"SCTR"
"ATP13A4"
"SUSD2"
"GNG4"
"AC008268.1"
"PRODH"
"ALPL"
"APOH"
"RAB3B"
"CA10"
"LRRC31"
"ATOH8"
"LHFPL3-AS2"
"INA"
"KCNJ15"
"MYBPHL"
"RASGRF1"
"LYPD3"
"ADRA2A"
"CAPN9"
"PLA2G1B"
"DUSP13"
"GAL"
"MIR9-1HG"
"NKX1-2"
"PLA2G10"
"MEGF11"
"HSD17B6"
"GLDC"
"LINC01234"
"CASR"
"SLC6A15"
"COL21A1"
"STRIP2"
"CHIAP2"
"LINC01224"
"ATP13A4-AS1"
"TEPP"
"HOXD1"
"F11"
"CLTRN"
"SBSN"
"GALNT17"
"GGH"
"CTSH"
"TEX15"
"LRRC36"
"NCMAP"
"NEIL3"
"SHOX2"
"PBK"
"HOXD13"
"IL1R2"
"AC133963.1"
"LINC02038"
"OCA2"
"GLP1R"
"ELFN1-AS1"
"KCNK17"
"IL12RB2"
"HOXA11"
"LRRC52-AS1"
"ANKDD1B"
"ARTN"
"MEIOC"
"ZNF488"
"AC090192.2"
"GFY"
"MT1H"
"MYOZ1"
"CEACAM8"
"AZU1"
"ADGRG3"
"SYNDIG1L"
"AC005165.1"
"GGT2"
"ALX1"
"INHBE"
"AC104031.1"
"AKR1C2"
"GPX2"
"AKR1B10"
"S100P"
"AKR1C1"
"CPLX2"
"ALDH3A1"
"CYP4F11"
"PPP2R2C"
"AKR1C3"
"AL033397.1"
"UCHL1"
"ABCC2"
"HGD"
"CYP4F3"
"NR0B1"
"EPS8L3"
"LINC00942"
"INSL4"
"CES1"
"AMBP"
"AL365181.3"
"DEFB1"
"UGT1A6"
"PAH"
"AKR1B15"
"AL365181.2"
"NMRAL2P"
"SLC7A11"
"KYNU"
"KIAA0319"
"CABYR"
"NQO1"
"GCLC"
"SDCBP2"
"AC026785.3"
"KLK8"
"AC005336.1"
"TRIM16L"
"TXNRD1"
"UGT1A1"
"AKR1C4"
"CBR1"
"LINP1"
"BASP1"
"GUCY2EP"
"AL391427.1"
"TM4SF20"
"LINC00707"
"AP003119.1"
"UGDH"
"CES1P1"
"AC004990.1"
"PTGR1"
"NECAB2"
"LINC00824"
"LRP1B"
"NRG4"
"CBR3"
