"gene"
"ENSG00000151632.17"
"ENSG00000176153.12"
"ENSG00000198074.10"
"ENSG00000163993.7"
"ENSG00000187134.14"
"ENSG00000145920.15"
"ENSG00000108602.18"
"ENSG00000171903.16"
"ENSG00000074211.14"
"ENSG00000196139.14"
"ENSG00000231683.6"
"ENSG00000154277.13"
"ENSG00000023839.12"
"ENSG00000113924.12"
"ENSG00000186529.16"
"ENSG00000169297.8"
"ENSG00000198758.11"
"ENSG00000143512.13"
"ENSG00000249628.3"
"ENSG00000120211.4"
"ENSG00000198848.13"
"ENSG00000106927.12"
"ENSG00000272405.1"
"ENSG00000164825.4"
"ENSG00000167165.19"
"ENSG00000171759.10"
"ENSG00000227471.9"
"ENSG00000272068.1"
"ENSG00000171658.8"
"ENSG00000151012.13"
"ENSG00000115919.15"
"ENSG00000137261.14"
"ENSG00000154040.21"
"ENSG00000181019.13"
"ENSG00000166473.17"
"ENSG00000001084.13"
"ENSG00000115616.3"
"ENSG00000125775.15"
"ENSG00000249199.2"
"ENSG00000156298.13"
"ENSG00000164237.9"
"ENSG00000137251.16"
"ENSG00000138798.13"
"ENSG00000185760.17"
"ENSG00000129455.15"
"ENSG00000140961.14"
"ENSG00000267056.2"
"ENSG00000108448.21"
"ENSG00000198431.16"
"ENSG00000241635.8"
"ENSG00000078018.20"
"ENSG00000073150.14"
"ENSG00000198610.11"
"ENSG00000159228.13"
"ENSG00000173894.11"
"ENSG00000151136.15"
"ENSG00000223784.2"
"ENSG00000176788.9"
"ENSG00000188385.12"
"ENSG00000154645.14"
"ENSG00000160211.19"
"ENSG00000204529.4"
"ENSG00000111907.21"
"ENSG00000224251.6"
"ENSG00000168955.4"
"ENSG00000229953.1"
"ENSG00000122574.11"
"ENSG00000238266.2"
"ENSG00000087842.11"
"ENSG00000144366.16"
"ENSG00000132692.19"
"ENSG00000254632.2"
"ENSG00000115363.14"
"ENSG00000109814.12"
"ENSG00000235899.2"
"ENSG00000139318.8"
"ENSG00000253686.2"
"ENSG00000228695.10"
"ENSG00000232756.1"
"ENSG00000106853.20"
"ENSG00000103154.9"
"ENSG00000287331.1"
"ENSG00000254275.6"
"ENSG00000065833.9"
"ENSG00000138678.11"
"ENSG00000182704.8"
"ENSG00000168702.18"
"ENSG00000169752.17"
"ENSG00000135127.11"
"ENSG00000261534.1"
"ENSG00000008394.13"
"ENSG00000159231.6"
"ENSG00000148143.13"
"ENSG00000261578.1"
"ENSG00000153531.13"
"ENSG00000197696.10"
"ENSG00000112208.11"
"ENSG00000023909.10"
"ENSG00000262001.1"
"ENSG00000221926.13"
"ENSG00000142657.21"
