"Ensembl_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","sig"
"ENSG00000287433.1",1.7467598435316,0.663186427528403,0.347077202731085,1.91077495816468,0.0560335071455903,0.169379579837889,"AC107222.2","Not significant"
"ENSG00000136286.16",2393.13249300966,0.374102555032044,0.195796843543438,1.91066693549147,0.056047396497855,0.169408353315671,"MYO1G","Not significant"
"ENSG00000139350.12",1093.87509063025,-0.140782679389752,0.073688455289719,-1.91051201760493,0.0560673205527094,0.169428980121938,"NEDD1","Not significant"
"ENSG00000232320.6",19.0565259907484,0.298299461406284,0.156133563481644,1.91054027561059,0.0560636858389112,0.169428980121938,"MXRA7P1","Not significant"
"ENSG00000273851.1",1.035003374994,0.752689812172302,0.393972481462156,1.91051367186569,0.0560671077663822,0.169428980121938,"AC027088.4","Not significant"
"ENSG00000014164.7",1665.22049807937,-0.162311725688979,0.0849673159476792,-1.91028425317009,0.0560966241431619,0.169504330922734,"ZC3H3","Not significant"
"ENSG00000182890.5",102.136574047641,-0.288256351584312,0.150919040373449,-1.9100065231731,0.0561323734314809,0.169572736025762,"GLUD2","Not significant"
"ENSG00000244527.1",2.53277915300705,-0.428480035544269,0.224329151584175,-1.91005062212563,0.0561266957662155,0.169572736025762,"AC022795.1","Not significant"
"ENSG00000271236.1",0.784732250126765,0.587604555938145,0.307643052886915,1.91002055929454,0.0561305662527931,0.169572736025762,"SUMO2P15","Not significant"
"ENSG00000172795.17",1601.79070480263,0.153355381627657,0.0802979841181595,1.90982853818587,0.0561552935570222,0.169628769583964,"DCP2","Not significant"
"ENSG00000188559.15",4141.54339897922,0.203857630988853,0.106753134812207,1.90961728053668,0.0561825085036776,0.169684557675037,"RALGAPA2","Not significant"
"ENSG00000243554.1",8.26925200134922,-0.318653222096355,0.166866124043757,-1.90963398905817,0.0561803556538342,0.169684557675037,"AC004967.1","Not significant"
"ENSG00000277978.1",33.2757565843169,0.290163873200613,0.151965198200171,1.90941002701423,0.0562092182958204,0.169752014250944,"AC010542.5","Not significant"
"ENSG00000104835.15",86.5858920560613,-0.190636524961206,0.0998564440501137,-1.90910588469918,0.0562484337700651,0.169802105544619,"SARS2","Not significant"
"ENSG00000163382.12",6226.40942547671,-0.201742119516613,0.105670989068633,-1.90915331913456,0.056242316174248,0.169802105544619,"NAXE","Not significant"
"ENSG00000186235.11",39.9486796029755,0.39515570767333,0.207002463324028,1.90894205473671,0.0562695671011756,0.169802105544619,"LINC02610","Not significant"
"ENSG00000204253.4",517.168731853782,-0.16077310454608,0.084219042528233,-1.90898756052925,0.0562636963948445,0.169802105544619,"HNRNPCP2","Not significant"
"ENSG00000232953.1",1.10611073523854,-0.478832641683394,0.25083600476805,-1.90894701151924,0.0562689276014721,0.169802105544619,"HSPA8P18","Not significant"
"ENSG00000242366.3",3.93197331752907,1.44834004607058,0.758673587882529,1.9090423987382,0.0562566223902083,0.169802105544619,"UGT1A8","Not significant"
"ENSG00000258613.1",8.10167076845398,-0.369324101969487,0.193443214260151,-1.90921197924681,0.0562347515745506,0.169802105544619,"RPL21P7","Not significant"
"ENSG00000273507.5",5.40023360062101,0.310674568117873,0.162742398441685,1.90899587994702,0.0562626231611591,0.169802105544619,"AL354809.1","Not significant"
"ENSG00000276141.4",67.6609366615143,0.229612789822368,0.120271746167066,1.90911662248106,0.0562470488751033,0.169802105544619,"WHAMMP3","Not significant"
"ENSG00000285940.2",7.3252277957777,-1.01328434621872,0.530780163648733,-1.9090471265036,0.0562560125538648,0.169802105544619,"AC009899.1","Not significant"
"ENSG00000231845.3",1.91239856096863,-0.503264680212819,0.263640506366184,-1.90890499775406,0.056274348202548,0.169803327211064,"HMGB3P14","Not significant"
"ENSG00000271856.1",63.8771438786968,-0.386444581281879,0.202461103628324,-1.90873493405088,0.0562962942029927,0.169856338364721,"LINC01215","Not significant"
"ENSG00000125037.12",3038.22570110845,-0.144551907680425,0.0757452661613952,-1.90839527017331,0.0563401477155179,0.169935795359904,"EMC3","Not significant"
"ENSG00000132824.14",8438.2390930338,-0.111943382493307,0.058656732855969,-1.90844898859578,0.0563332103149867,0.169935795359904,"SERINC3","Not significant"
"ENSG00000233072.1",2.58907813569956,-0.54050049003988,0.283217496183217,-1.90842902477404,0.0563357884354968,0.169935795359904,"RPS15AP6","Not significant"
"ENSG00000259621.1",0.566163432006145,-1.06321959038409,0.557119053708188,-1.90842439027582,0.0563363869469198,0.169935795359904,"AC069029.1","Not significant"
"ENSG00000064490.14",1421.19927276818,-0.154337901760538,0.080882362990449,-1.90817745741136,0.0563682841695771,0.169997403100239,"RFXANK","Not significant"
"ENSG00000237596.7",21.7503680942708,-0.505690331191251,0.265013343334072,-1.90816932019074,0.0563693355400035,0.169997403100239,"AL138828.1","Not significant"
"ENSG00000236686.1",1.6104307454077,-0.502490622538563,0.263353123224474,-1.90804884478342,0.0563849034875652,0.170031137034353,"BZW1P1","Not significant"
"ENSG00000134317.18",993.090983923522,-0.298410113600741,0.156406834229824,-1.90790968355166,0.0564028904900851,0.170060288907536,"GRHL1","Not significant"
"ENSG00000232843.2",2.88192974882206,0.77982011631926,0.408730839367392,1.90790623366276,0.0564033364591399,0.170060288907536,"SNX18P2","Not significant"
"ENSG00000109475.16",18120.9109195236,-0.188084394999208,0.0985842653724892,-1.90785410114437,0.056410076016091,0.170067393900571,"RPL34","Not significant"
"ENSG00000284791.2",5.90622151404097,0.342726859113229,0.179667836406358,1.90755822504635,0.0564483388118337,0.170169527949496,"SMIM41","Not significant"
"ENSG00000042753.12",3289.43138228696,-0.157725145986111,0.0826921140068395,-1.90737832597998,0.0564716139786681,0.170226467836102,"AP2S1","Not significant"
"ENSG00000279148.1",16.0706319719008,-0.226009482180128,0.118494478200231,-1.907341891478,0.0564763288118605,0.170227455467179,"AC126474.1","Not significant"
"ENSG00000223593.1",0.706173375475381,-0.690501170072167,0.362048490756195,-1.90720632098189,0.0564938752884003,0.17026136102137,"AL356806.1","Not significant"
"ENSG00000279096.2",0.589963660243031,0.793484759671118,0.416049756661779,1.90718717404795,0.0564963537834112,0.17026136102137,"AL356289.2","Not significant"
"ENSG00000102309.15",811.332348534645,0.143537378031604,0.0752633788181221,1.90713438973381,0.0565031869731923,0.170268729244085,"PIN4","Not significant"
"ENSG00000237409.2",1.0928124408156,0.472429981983505,0.247734180368637,1.90700363300903,0.0565201170388813,0.17030652024739,"AL513302.1","Not significant"
"ENSG00000100154.14",1105.82900065268,0.20191013539136,0.1059057593435,1.90650760301407,0.0565843802022143,0.170473744782265,"TTC28","Not significant"
"ENSG00000233131.1",2.44282400568925,-0.342568824772138,0.179683969593571,-1.90650743940597,0.0565844014084894,0.170473744782265,"RPS15AP14","Not significant"
"ENSG00000172888.12",1223.82745579137,-0.124208773624686,0.0651525787357318,-1.90642912429444,0.0565945530820302,0.170491091159616,"ZNF621","Not significant"
"ENSG00000172476.4",44.3803023496336,0.268959004740528,0.141082842465586,1.90639060030375,0.0565995473484981,0.170492899361003,"RAB40A","Not significant"
"ENSG00000281420.1",10.9445445507841,0.29369941755821,0.154081045312108,1.90613593621,0.0566325713372053,0.170579133710208,"AP001052.1","Not significant"
"ENSG00000169083.18",465.907635417172,0.394870019321025,0.207169435221675,1.90602450066298,0.0566470269695358,0.170600911457924,"AR","Not significant"
"ENSG00000206995.1",0.478949495751197,-0.677881275695779,0.355659006457812,-1.90598653032055,0.0566519532563746,0.170600911457924,"Y_RNA","Not significant"
"ENSG00000259838.1",3.63732261049118,-0.410781478783427,0.215522616651872,-1.90597852404025,0.056652992039776,0.170600911457924,"ELOCP2","Not significant"
"ENSG00000005471.19",115.576059510055,0.357453141992869,0.187551384409539,1.90589444657114,0.0566639017182671,0.170620522316505,"ABCB4","Not significant"
"ENSG00000149948.14",909.472959479966,0.7343776657244,0.385343279292924,1.90577520145655,0.0566793776592266,0.170640637224989,"HMGA2","Not significant"
"ENSG00000287125.1",13.4379329978295,-0.438964838804007,0.230332493049502,-1.90578772882759,0.056677751659107,0.170640637224989,"AC018695.9","Not significant"
"ENSG00000168003.17",8612.00728827906,-0.180384125582263,0.0946541878458247,-1.9057173241619,0.056686890392859,0.170650014286083,"SLC3A2","Not significant"
"ENSG00000164880.16",7981.30989710785,0.19113696535011,0.100299550105844,1.90566124322999,0.0566941707410168,0.170658690374103,"INTS1","Not significant"
"ENSG00000177098.9",286.952909790012,0.334892202172574,0.175741730245561,1.90559294997628,0.0567030375264296,0.170672140180203,"SCN4B","Not significant"
"ENSG00000267968.1",0.471768694687374,-1.78052349268863,0.934402912312579,-1.90552005909524,0.056712502513272,0.170674246283771,"AC011523.1","Not significant"
"ENSG00000280800.1",1.11831903828994,-0.853044534288157,0.447670252032195,-1.90551981154828,0.0567125346598452,0.170674246283771,"FP671120.6","Not significant"
"ENSG00000100916.14",635.152623757446,0.224968993813404,0.118065939205827,1.90545211706834,0.0567213260680764,0.170687464926899,"BRMS1L","Not significant"
"ENSG00000198246.9",788.654506425056,-0.171362019409433,0.0899378360296767,-1.90533847570992,0.0567360870972169,0.170692169920068,"SLC29A3","Not significant"
"ENSG00000237412.7",2.85388821111497,-0.942672445369112,0.494752619121236,-1.90534099050038,0.0567357604131128,0.170692169920068,"PRSS56","Not significant"
"ENSG00000261348.2",0.758218720899658,-1.17960430192928,0.619084950124831,-1.90539973826117,0.0567281292248168,0.170692169920068,"LINC02136","Not significant"
"ENSG00000226005.5",0.773940758708659,-0.712565384602558,0.373997559746804,-1.90526747042137,0.0567453116923336,0.170706686228426,"LINC02660","Not significant"
"ENSG00000230841.2",0.657250286000434,-0.62693609093909,0.329063085366712,-1.90521550067041,0.0567520640918496,0.170713763766793,"RPL23AP15","Not significant"
"ENSG00000287686.1",38.9341354539317,-0.253797403367655,0.133214665704539,-1.90517614577482,0.0567571778954083,0.170715911590677,"AC062029.1","Not significant"
"ENSG00000237456.3",0.517153183140671,0.84157119948335,0.441737994104605,1.90513655314889,0.0567623229767378,0.1707181531525,"ID2B","Not significant"
"ENSG00000258355.1",1.61425736012823,-0.42305423642499,0.222075419656139,-1.90500253058193,0.0567797421561722,0.170757307037795,"AC079174.1","Not significant"
"ENSG00000280767.3",2.85141588060863,0.424572122325919,0.22288140232859,1.90492395457912,0.0567899569037325,0.170774790190012,"AL732314.4","Not significant"
"ENSG00000250120.8",154.837707039898,0.400047695352511,0.210014324508824,1.90485909134119,0.0567983901671132,0.170786913892914,"PCDHA10","Not significant"
"ENSG00000100104.13",552.361031461142,0.113576632679303,0.059629054700098,1.90471965806824,0.0568165222612567,0.170801726215156,"SRRD","Not significant"
"ENSG00000147481.17",1.09033558393476,-0.963837687258525,0.506024478027173,-1.9047254216164,0.0568157726661262,0.170801726215156,"SNTG1","Not significant"
"ENSG00000213432.2",7.67980850082973,-0.335971481376776,0.176384030535291,-1.90477267333765,0.0568096275154523,0.170801726215156,"RPL17P34","Not significant"
"ENSG00000232934.8",65.3552855679723,0.347575535802943,0.18249712372448,1.90455350040303,0.0568381359214018,0.17085346388955,"AL157786.1","Not significant"
"ENSG00000000460.17",403.836663061805,-0.190388416750725,0.099968684135973,-1.90448057205361,0.0568476245445879,0.170868748931331,"C1orf112","Not significant"
"ENSG00000169224.13",38.9228803796129,0.429253007675296,0.225448950281515,1.90399204404941,0.0569112203497608,0.17104665071968,"GCSAML","Not significant"
"ENSG00000239513.6",4.81840516059846,-1.6107228991976,0.846004921380615,-1.90391670129888,0.0569210336166194,0.171062894071602,"LINC01210","Not significant"
"ENSG00000233275.1",0.46210180135197,0.816731028293435,0.428991126758317,1.90384130894521,0.0569308547533715,0.171079158556813,"AC009238.2","Not significant"
"ENSG00000272791.1",24.4147115096507,-0.295264018303154,0.155106266080014,-1.90362404927495,0.0569591644071968,0.171150974844238,"AC073389.3","Not significant"
"ENSG00000204592.9",42746.5685188463,0.186436254178776,0.0979412916094489,1.90355110817008,0.0569686715001425,0.171166286423806,"HLA-E","Not significant"
"ENSG00000267978.5",9.78746921320042,-1.68572466445341,0.8857039585488,-1.90325971582583,0.057006664548177,0.171267177013846,"MAGEA9B","Not significant"
"ENSG00000124615.20",609.551515083377,0.224498810977223,0.117965880988986,1.903082561628,0.0570297730128544,0.17132333715328,"MOCS1","Not significant"
"ENSG00000154027.19",30.7472287316345,-0.516841844279188,0.271622242796384,-1.90279646820613,0.0570671082533104,0.17142222399448,"AK5","Not significant"
"ENSG00000162819.12",3812.89434291417,-0.133256301994001,0.0700370892769598,-1.90265334224617,0.0570857938444304,0.171451806405894,"BROX","Not significant"
"ENSG00000168385.18",19338.2870186188,-0.106677232825225,0.0560668681777775,-1.90267864591565,0.0570824899922044,0.171451806405894,"SEPTIN2","Not significant"
"ENSG00000100918.13",761.268154568404,-0.327150837830309,0.171985318496749,-1.90220212219157,0.0571447355065955,0.171565431737688,"REC8","Not significant"
"ENSG00000155980.13",94.3203279502736,-0.449538133192105,0.236311574897418,-1.90231110510455,0.057130494727092,0.171565431737688,"KIF5A","Not significant"
"ENSG00000164742.16",298.228761029744,0.373443364664048,0.196316929836077,1.90224737609676,0.0571388218277343,0.171565431737688,"ADCY1","Not significant"
"ENSG00000168496.4",1567.26364667356,-0.207448801520967,0.109059559207677,-1.90216064532162,0.0571501560580813,0.171565431737688,"FEN1","Not significant"
"ENSG00000270580.5",13.9448791716484,0.265619749526869,0.13963402204274,1.9022566681175,0.0571376076302932,0.171565431737688,"PKD1P6-NPIPP1","Not significant"
"ENSG00000271207.1",5.55893807161615,-0.456666565910807,0.240074448054534,-1.90218729902931,0.0571466726748879,0.171565431737688,"MTCO1P22","Not significant"
"ENSG00000178732.5",10.9270914607358,0.354405762922134,0.1863232357347,1.90210180455841,0.0571578466051086,0.171575244168716,"GP5","Not significant"
"ENSG00000211816.2",3.33359314682352,-0.437231076091821,0.229882174312246,-1.90197903512926,0.057173895464901,0.171596868652044,"TRAV38-1","Not significant"
"ENSG00000213312.3",5.79530225231294,-0.401843569947257,0.211274651668729,-1.90199613050284,0.0571716604718008,0.171596868652044,"RPL7AP34","Not significant"
"ENSG00000149295.14",14.2242437121036,-0.537549874710753,0.282632197503572,-1.90194139046723,0.0571788172608156,0.171597290620546,"DRD2","Not significant"
"ENSG00000240759.1",6.58184337475976,-0.341194884627181,0.179395885690972,-1.90191031033412,0.0571828810526446,0.171597290620546,"RPS27P21","Not significant"
"ENSG00000107187.17",1.51580622438729,-0.88809645660202,0.466973693214107,-1.90181260637915,0.0571956576119012,0.171622357976906,"LHX3","Not significant"
"ENSG00000187091.14",849.655073987262,0.215048420602519,0.113088816862373,1.90158873855962,0.057224941331465,0.171696949319686,"PLCD1","Not significant"
"ENSG00000048545.16",0.800188818799821,-0.558543103401721,0.293734129804712,-1.90152606295042,0.0572331420414787,0.17170827683843,"GUCA1A","Not significant"
"ENSG00000230992.3",2.28518003673475,-0.467905799417956,0.246079004027701,-1.90144543727625,0.0572436928422122,0.171726652696047,"FAM201B","Not significant"
"ENSG00000274280.1",0.697122666967311,0.505787264363635,0.266022324907688,1.90129630864307,0.0572632123095961,0.171771928938898,"MIR6069","Not significant"
"ENSG00000234592.1",0.471270784264348,0.77152783563756,0.405814068769905,1.90118553054654,0.0572777156529874,0.171802152524085,"AL359845.1","Not significant"
"ENSG00000184698.5",0.733381979107327,-0.956312044550373,0.503044837770409,-1.90104732768739,0.0572958137973301,0.171839465018045,"OR51M1","Not significant"
"ENSG00000231331.1",24.6825318684226,-0.533910365289121,0.280854252003611,-1.90102290237805,0.0572990128708915,0.171839465018045,"AC103563.3","Not significant"
"ENSG00000225385.3",4.60740693347851,-0.566629784320879,0.29810276468624,-1.90078674686989,0.0573299506975278,0.171918959503422,"AL353572.1","Not significant"
"ENSG00000204310.13",1532.11138773352,0.123189772794428,0.0648122265087497,1.90071811184881,0.057338944913174,0.17193264308934,"AGPAT1","Not significant"
"ENSG00000204869.8",12.1656272001643,-0.496140420442523,0.261076620859327,-1.90036326810685,0.0573854638155652,0.172058834827892,"IGFL4","Not significant"
"ENSG00000123843.13",529.223771839785,-0.528954115101962,0.278359097437535,-1.90025804786445,0.0573992638908852,0.172086913786914,"C4BPB","Not significant"
"ENSG00000204001.9",4.28920526693458,-0.989176365210605,0.520559626923039,-1.90021721633984,0.0574046198594753,0.172089674354284,"LCN8","Not significant"
"ENSG00000139971.15",214.495475630555,0.301107182219564,0.158478339290654,1.89998951003218,0.0574344962612929,0.172165937070027,"ARMH4","Not significant"
"ENSG00000203782.6",1.20374097958381,0.546394015335635,0.287595557416192,1.89986945641488,0.0574502532041133,0.172199866710915,"LORICRIN","Not significant"
"ENSG00000241570.8",0.512077437226822,-0.928604208692168,0.488781498575304,-1.89983502116765,0.0574547734665416,0.172200113183631,"PAQR9-AS1","Not significant"
"ENSG00000270006.2",15.4297044847171,-0.33575217295032,0.176732883391027,-1.89977194118119,0.0574630546472979,0.172211630753828,"AC010531.6","Not significant"
"ENSG00000165606.9",119.075461528694,-0.692343075618309,0.364448549473293,-1.89970045598725,0.0574724404686738,0.172217319470729,"DRGX","Not significant"
"ENSG00000284690.3",7.33041306639039,-0.353844139272822,0.186264160204951,-1.89968987530118,0.0574738297937287,0.172217319470729,"CD300H","Not significant"
"ENSG00000182674.6",9.57875592926631,-0.676227183483762,0.356026700622275,-1.8993721041198,0.0575155685972517,0.172328378698085,"KCNB2","Not significant"
"ENSG00000196712.18",4451.9992353327,0.160119776366475,0.0843028470327076,1.89934008165053,0.0575197761016185,0.172328378698085,"NF1","Not significant"
"ENSG00000143537.14",11313.0771321664,0.195372820310366,0.10287355435767,1.89915495318743,0.0575441055641085,0.172384124751079,"ADAM15","Not significant"
"ENSG00000161405.17",1471.35434581822,-0.257360052209689,0.135517058733862,-1.89909709238237,0.0575517113483023,0.172384124751079,"IKZF3","Not significant"
"ENSG00000260073.2",2.83143104071984,-1.83448633337026,0.965971823842317,-1.89910956830323,0.0575500713218471,0.172384124751079,"AC023824.1","Not significant"
"ENSG00000152086.9",2.14694846115811,-0.609700037935663,0.321057365186504,-1.89903769247432,0.0575595203165271,0.172394206700237,"TUBA3E","Not significant"
"ENSG00000282836.1",0.560247781982075,-0.826987074950914,0.435552577282483,-1.89870779805893,0.0576029056939121,0.172510832342504,"AC068544.2","Not significant"
"ENSG00000253121.1",0.542816031017799,-0.716433376641996,0.377344648989188,-1.89861808975201,0.0576147081958007,0.172532861982346,"AC120042.2","Not significant"
"ENSG00000168522.13",2586.5822155212,-0.163633701221568,0.0861941959169109,-1.89843062494959,0.0576393785525389,0.172593419294418,"FNTA","Not significant"
"ENSG00000183160.9",1495.04876476675,0.270847825006207,0.142672256449486,1.89839168277332,0.0576445044420797,0.172595448480372,"TMEM119","Not significant"
"ENSG00000261687.1",1.86837671563442,0.427537008077178,0.225215128801999,1.8983494152964,0.0576500684639248,0.172598789079379,"AC068724.1","Not significant"
"ENSG00000248290.1",9.35372982635432,0.47729350017663,0.251444330777801,1.89820744297635,0.0576687607375172,0.172641430859996,"TNXA","Not significant"
"ENSG00000100276.10",25.6191710422897,0.290892844332632,0.153258267026596,1.8980564636174,0.05768864441813,0.172687632469361,"RASL10A","Not significant"
"ENSG00000253428.1",13.7191688676955,0.477075104140206,0.251370284614541,1.89789777607074,0.0577095493944042,0.172736883904364,"LINC01942","Not significant"
"ENSG00000188985.6",15.4308232042615,-0.282679612527603,0.148949541310584,-1.8978213027066,0.057719625992663,0.172740393994703,"DHFRP1","Not significant"
"ENSG00000261644.2",29.6847806210332,-0.268383523334063,0.141414612741286,-1.89784858955887,0.0577160303422712,0.172740393994703,"AC007728.2","Not significant"
"ENSG00000128313.2",1.37573338257409,-0.66221960108024,0.348949382419003,-1.89775260953199,0.0577286786724786,0.172754161743856,"APOL5","Not significant"
"ENSG00000235045.2",1.87959530172333,-0.448173117479359,0.236168356229522,-1.89768487461461,0.0577376062246928,0.17276755295167,"RPL7P8","Not significant"
"ENSG00000198685.4",0.84649094189164,-0.786223006994367,0.414346574030506,-1.89750092379545,0.057761856977976,0.172826789990935,"LINC01565","Not significant"
"ENSG00000188566.14",725.566190359685,-0.166909089244379,0.0879759600536829,-1.89721247875592,0.0577999005446349,0.172900619923859,"NDOR1","Not significant"
"ENSG00000227560.1",3.21408712009467,-0.515187115044833,0.271547563609855,-1.8972260630739,0.057798108415804,0.172900619923859,"RPS15AP30","Not significant"
"ENSG00000277010.1",2.25769652198003,-0.532861055055368,0.280861190558414,-1.89723989275956,0.0577962839639686,0.172900619923859,"AC120498.10","Not significant"
"ENSG00000037042.9",822.829807147018,0.174905157335575,0.092208826640623,1.89683746890366,0.0578493924478723,0.1730219900077,"TUBG2","Not significant"
"ENSG00000101605.13",150.665738150756,-0.319472007740883,0.168422355091835,-1.89685037693888,0.0578476883255405,0.1730219900077,"MYOM1","Not significant"
"ENSG00000105974.13",6682.93978197167,-0.359969988002806,0.189796506262843,-1.8966101910448,0.0578794045686539,0.173067239639412,"CAV1","Not significant"
"ENSG00000213638.6",70.4263435309194,-0.235172555447931,0.123996585289098,-1.89660509520989,0.0578800776237368,0.173067239639412,"ADAT3","Not significant"
"ENSG00000226761.3",1.39260522717355,-0.758505290145826,0.399918461283968,-1.89664985134867,0.0578741664797766,0.173067239639412,"TAS2R46","Not significant"
"ENSG00000235910.2",8.41767164428244,0.322473251761922,0.170028117389904,1.89658779213813,0.0578823630525155,0.173067239639412,"APOA1-AS","Not significant"
"ENSG00000261423.1",30.7332698036294,-0.19869718032196,0.104772439130418,-1.89646420347842,0.0578986891028116,0.173102715046863,"TMEM202-AS1","Not significant"
"ENSG00000176136.6",6.25952593112377,0.593116172493932,0.312763930475782,1.89637012040254,0.0579111200337864,0.173113202498532,"MC5R","Not significant"
"ENSG00000257696.1",4.79642970440356,-0.332417369036742,0.175289669098337,-1.89638882169523,0.0579086489082064,0.173113202498532,"AC010203.2","Not significant"
"ENSG00000112183.15",38.4672064029243,-0.461279504578985,0.243254576884929,-1.8962829414601,0.0579226407210087,0.173132938528311,"RBM24","Not significant"
"ENSG00000278733.1",6.37440837762515,-0.309295780327526,0.163108952332629,-1.89625263300556,0.0579266464259821,0.173132938528311,"AC022079.2","Not significant"
"ENSG00000090674.16",1031.03737669585,-0.144382529384737,0.0761509254225272,-1.89600492158989,0.0579593937387569,0.173190792180016,"MCOLN1","Not significant"
"ENSG00000163659.13",3592.63664457271,-0.298766837417821,0.157575339628614,-1.89602534331818,0.0579566934157385,0.173190792180016,"TIPARP","Not significant"
"ENSG00000277855.1",3.43462938345445,0.395833743746248,0.208769191524903,1.89603523802999,0.0579553850960028,0.173190792180016,"AC097634.3","Not significant"
"ENSG00000116898.12",3445.11481950467,-0.190448174724637,0.100469557925345,-1.89558089691359,0.0580154852755461,0.173345051915637,"MRPS15","Not significant"
"ENSG00000266445.1",8.13283611541257,0.33012004909997,0.174158770529005,1.89551205544938,0.0580245961315236,0.173345577032588,"NARF-AS1","Not significant"
"ENSG00000270896.1",0.923373920246154,-0.605660524809722,0.319521672301275,-1.8955225179175,0.0580232113946429,0.173345577032588,"AL645939.3","Not significant"
"ENSG00000267882.2",7.26083052864593,-0.353477416828732,0.186497247616774,-1.89534924158816,0.0580461485399694,0.173396613249623,"AL031666.2","Not significant"
"ENSG00000252970.1",0.619553264472299,0.660885956091884,0.348711730481305,1.89522146324044,0.0580630677974651,0.173433802433368,"RNA5SP159","Not significant"
"ENSG00000169026.13",674.930951227507,0.229098205517082,0.120891898911258,1.89506664698231,0.0580835726616936,0.173481695238733,"SLC49A3","Not significant"
"ENSG00000187730.9",95.6467293278718,0.301940039305265,0.159337206830266,1.89497509911108,0.0580957006833186,0.173504562978252,"GABRD","Not significant"
"ENSG00000174720.16",1405.75380828285,-0.0824769750596508,0.0435260365663289,-1.89488824542903,0.0581072087761711,0.173512221619533,"LARP7","Not significant"
"ENSG00000178199.14",217.781749956776,-0.264262546224306,0.13945850876504,-1.89491877236071,0.0581031637488958,0.173512221619533,"ZC3H12D","Not significant"
"ENSG00000197696.10",502.934826249144,-0.319867111512197,0.168808572009413,-1.89485111866453,0.0581121286417869,0.173513559325123,"NMB","Not significant"
"ENSG00000234604.2",4.74195732713536,-0.430825772313082,0.22737938400049,-1.89474421441899,0.0581262970269044,0.173542509306011,"AL021068.1","Not significant"
"ENSG00000104154.7",266.627214281166,-0.166601928195012,0.0879375516172897,-1.8945481780079,0.0581522858602718,0.173594303113848,"SLC30A4","Not significant"
"ENSG00000142583.18",471.587224440894,-0.335668267552529,0.177182421364038,-1.89447838543118,0.0581615406943127,0.173594303113848,"SLC2A5","Not significant"
"ENSG00000251623.2",2.15032395920252,0.716533152952972,0.378219133775718,1.89449207870555,0.0581597248032507,0.173594303113848,"AC139491.5","Not significant"
"ENSG00000275769.1",9.77770157146821,-0.316123904760806,0.166862086466418,-1.89452206582846,0.0581557483185923,0.173594303113848,"AC068792.1","Not significant"
"ENSG00000163346.17",11033.3148710313,0.199158714551929,0.105146535824311,1.89410628691278,0.0582109034194971,0.173728271946766,"PBXIP1","Not significant"
"ENSG00000250144.1",22.8908403006068,-0.331514172745569,0.175051254458829,-1.89381203676857,0.0582499633927069,0.173831474357823,"AC104619.3","Not significant"
"ENSG00000185787.15",9573.38615869502,-0.126540277834891,0.0668202413791222,-1.8937417049563,0.058259302750094,0.173845974467923,"MORF4L1","Not significant"
"ENSG00000101115.13",221.439233619794,0.354222972541867,0.187079913459588,1.89343134701836,0.058300530021386,0.173862029464284,"SALL4","Not significant"
"ENSG00000104885.18",1382.67164444792,-0.16367449875025,0.0864386973196561,-1.89353268646531,0.0582870656462689,0.173862029464284,"DOT1L","Not significant"
"ENSG00000139211.7",3475.01796026618,0.327735740050762,0.173074600378325,1.89360968815968,0.0582768366122044,0.173862029464284,"AMIGO2","Not significant"
"ENSG00000140521.17",2025.73053466574,-0.118037940232898,0.0623401582241036,-1.8934494809681,0.058298120480551,0.173862029464284,"POLG","Not significant"
"ENSG00000182196.13",15.763928325777,-0.312172860392946,0.164867805002831,-1.89347374636052,0.0582948963563073,0.173862029464284,"ARL6IP4","Not significant"
"ENSG00000203436.2",0.59124686661976,-0.588586342509535,0.310827881672483,-1.89360857636872,0.0582769842937659,0.173862029464284,"Metazoa_SRP","Not significant"
"ENSG00000260194.1",1.2391248518568,0.557262683710993,0.294312361009875,1.893439615648,0.0582994313204898,0.173862029464284,"AC007496.1","Not significant"
"ENSG00000272768.1",22.1004080597785,0.240279763154956,0.126900569983709,1.89344904586167,0.058298178294164,0.173862029464284,"AC004854.2","Not significant"
"ENSG00000198763.3",153542.360797066,-0.26031803801634,0.13749046289905,-1.8933534190475,0.058310885608993,0.173863639221258,"MT-ND2","Not significant"
"ENSG00000224536.2",164.330488914061,0.208678366755142,0.110217866655668,1.89332612839509,0.0583145125338382,0.173863639221258,"AC096677.1","Not significant"
"ENSG00000277363.5",772.979629838374,0.324488292351576,0.171384945149561,1.89333019926813,0.0583139715033458,0.173863639221258,"SRCIN1","Not significant"
"ENSG00000157680.15",62.0773792758117,0.355751702506099,0.187923560257427,1.89306599991386,0.0583490929893727,0.173931546862913,"DGKI","Not significant"
"ENSG00000187987.9",38.8167405487304,0.41517875959665,0.219316311354659,1.89305919396602,0.0583499979738947,0.173931546862913,"ZSCAN23","Not significant"
"ENSG00000246145.1",5.53854502854035,-0.326468284786357,0.172455908549109,-1.89305363633506,0.0583507369788029,0.173931546862913,"RRS1-AS1","Not significant"
"ENSG00000115446.12",1781.05442046236,-0.119563926666802,0.0631642194929384,-1.89290594622433,0.0583703783602073,0.173950003898188,"UNC50","Not significant"
"ENSG00000271265.1",2.55627726029839,0.362221591089921,0.191354596881546,1.8929338358887,0.0583666688792704,0.173950003898188,"AL355297.2","Not significant"
