"gene"
"ENSG00000221867.9"
"ENSG00000197172.10"
"ENSG00000213401.10"
"ENSG00000147381.11"
"ENSG00000249395.4"
"ENSG00000179083.6"
"ENSG00000198930.13"
"ENSG00000011677.13"
"ENSG00000046774.10"
"ENSG00000198681.7"
"ENSG00000124260.12"
"ENSG00000155495.9"
"ENSG00000237978.6"
"ENSG00000126890.13"
"ENSG00000151025.11"
"ENSG00000259129.6"
"ENSG00000099399.6"
"ENSG00000204832.10"
"ENSG00000234068.7"
"ENSG00000084453.16"
"ENSG00000253898.1"
"ENSG00000205628.4"
"ENSG00000225548.7"
"ENSG00000114279.13"
"ENSG00000170627.11"
"ENSG00000179455.10"
"ENSG00000278266.1"
"ENSG00000280081.4"
"ENSG00000206195.11"
"ENSG00000257842.6"
"ENSG00000256417.1"
"ENSG00000234722.5"
"ENSG00000248131.6"
"ENSG00000230061.2"
"ENSG00000168843.14"
"ENSG00000198883.12"
"ENSG00000145526.12"
"ENSG00000170516.17"
"ENSG00000244128.7"
"ENSG00000148942.15"
"ENSG00000224271.7"
"ENSG00000230426.4"
"ENSG00000287394.1"
"ENSG00000268916.6"
"ENSG00000265933.5"
"ENSG00000227674.3"
"ENSG00000269994.3"
"ENSG00000251363.3"
"ENSG00000198033.12"
"ENSG00000236449.2"
"ENSG00000132204.14"
"ENSG00000147246.10"
"ENSG00000266602.2"
"ENSG00000156009.10"
"ENSG00000286058.1"
"ENSG00000233515.2"
"ENSG00000254349.6"
"ENSG00000133454.16"
"ENSG00000113327.17"
"ENSG00000126752.8"
"ENSG00000261761.5"
"ENSG00000253706.5"
"ENSG00000185247.15"
"ENSG00000166049.11"
"ENSG00000282815.1"
"ENSG00000257185.2"
"ENSG00000250546.6"
"ENSG00000244306.11"
"ENSG00000286015.1"
"ENSG00000068985.5"
"ENSG00000285407.1"
"ENSG00000158639.13"
"ENSG00000176566.5"
"ENSG00000189229.11"
"ENSG00000251629.7"
"ENSG00000224141.6"
"ENSG00000270816.6"
"ENSG00000251129.2"
"ENSG00000285894.2"
"ENSG00000248498.4"
"ENSG00000173157.17"
"ENSG00000286358.1"
"ENSG00000268089.3"
"ENSG00000251026.2"
"ENSG00000238269.9"
"ENSG00000187172.15"
"ENSG00000156269.5"
"ENSG00000250060.2"
"ENSG00000186439.14"
"ENSG00000180178.11"
"ENSG00000286797.1"
"ENSG00000286051.1"
"ENSG00000283047.1"
"ENSG00000225546.6"
"ENSG00000232023.3"
